productID,model,color,gpu,cpu,ram,harddisk,OS,special_features,price
158,DELL INSPIRON 3511 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5,64 GB ,2000 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,865.70
159,Gigabyte AORUS 15P YD-73US344SH 15.6 Inches,Black,"Dedicated, NVIDIA GeForce RTX 3080 Laptop GPU",Intel Mobile CPU, 32 GB,1 TB,Windows 10 Home,,2399.00
160,GIGABYTE AORUS 17H BXF-74US554SH 17.3 INCHES,BLACK,DEDICATED,CORE I7,16 GB,1 TB,WINDOWS 11 HOME,THIN BEZEL,2149.00
161,DELL 14 INCHES,GREEN,"INTEGRATED, INTEL UHD GRAPHICS",RYZEN 7,32 GB,1 TB,WINDOWS 11 PRO,"BACKLIT KEYBOARD,FINGERPRINT",877.99
162,Dell Latitude 5420 rugged 14 Inches,Black,Integrated,Core i5 / 1.7 GHz,16 GB ,128 GB,Windows 10,,1099.95
163,Dell Latitude 3520 Laptop 15.6 Inches,Black,Integrated,Core i7,32 GB ,4000 GB,Windows 10 Home,Wifi & Bluetooth,2005.99
164,HP 15.6 Inches,,"Integrated, Intel HD Graphics 400",Unknown,12 GB ,,Windows 11 Home,,470.04
165,ACER CP314-1H-P1Q5 14 INCHES,SILVER,"INTEGRATED, INTEL UHD GRAPHICS",PENTIUM,8 GB,128 GB,CHROME OS,,372.66
166,Dell Latitude 3320 Laptop 13.3 Inches,Black,Integrated,Core i5, 8 GB,512 GB,Windows 11 Pro,Wifi & Bluetooth,730.99
167,SAMSUNG WIFI 14 INCHES,SILVER,INTEGRATED,CELERON,8 GB ,32 GB,CHROME OS,"WATERPROOF, RUGGEDIZED, MILITARY GRADE",349.99
168,DELL XPS 15-9520 15.6 INCHES,SILVER,"DEDICATED, NVIDIA GEFORCE 3050",CORE I7 FAMILY,,2 TB,WINDOWS 11 HOME,"BACKLIT KB,FINGERPRINT READER",1827.69
169,Dell Latitude 3420 Laptop 14 Inches,Black,Integrated,Core i7, 16 GB,512 GB,Windows 10 Home,Wifi & Bluetooth,807.99
170,Microsoft Laptop 4 13 i5/8GB/512GB ICE BLUE 13.5 Inches,Ice Blue,Integrated,Intel Core i5, 8 GB,512 GB,Windows 10 Home,Dolby,865.00
171,ASUS VIVOBOOK PRO 15X OLED 15.6 INCHES,BLACK,"DEDICATED, NVIDIA GEFORCE RTX 3060",CORE I7,16 GB,,WINDOWS 11 HOME,"FINGERPRINT READER, HIGH DEFINITION AUDIO, BACKLIT KEYBOARD, MEMORY CARD SLOT",1530.63
172,LENOVO LENOVO THINKPAD P1 GEN 5 16 INCHES,,"INTEGRATED, INTEL IRIS XE GRAPHICS",CORE I7,16 GB,512 GB,WINDOWS 11 PRO,BACKLIT KEYBOARD,1799.00
173,DELL DELL LATITUDE 7310 13 INCHES,CARBON FIBER,INTEGRATED,CORE I5-10310Y,16 GB,256 GB,WINDOWS 10 PRO,"ANTI GLARE,FINGERPRINT",738.79
174,Lenovo ThinkPad X1 Yoga Gen 7 14 Inches,,"Iris Xe Graphics, Intel Iris Xe Graphics",Core i5, 16 GB,256 GB,Windows 11,Information Not Available,1339.24
175,LENOVO THINKPAD X1 CARBON GEN 8 14 INCHES,BLACK,"INTEGRATED, INTEL UHD GRAPHICS",UNKNOWN,16 GB,512 GB,WINDOWS 10,ANTI-GLARE,950.77
176,Dell Latitude 15.6 Inches,Black,"Integrated, Intel Iris Xe Graphics",Core i7 Family,16 GB ,512 GB,Windows 11 Pro,,873.93
177,Dell Latitude 5540 Laptop 15.6 Inches,Black,Integrated,Core i5,16 GB,1000 GB,Windows 11 Pro,Wifi & Bluetooth,1296.33
178,Lenovo Lenovo Legion 5 17.3 Inches,Black,Dedicated,Ryzen 7 5800H, 64 GB,1 TB,Windows 11 Home,"Anti-glare,Backlit Kb",2899.00
179,DELL DELL 5000 14 INCHES,PLATINUM SILVER,DEDICATED,CORE I7 FAMILY, 16 GB,512 GB,WINDOWS 11 PRO,FINGERPRINT,1077.24
180,Panasonic CF-54 14 Inches,Black,Integrated,Core i5,16 GB,512 GB,Windows 7 Pro + 10 Pro,Spill-resistant,799.99
181,lenovo Lenovo Ideapad 15.6 Inches,,"Dedicated, AMD Radeon R7",AMD A Series, 8 GB,128 GB,Windows 10,,599.99
182,DELL INSPIRON 14 14 INCHES,PLATINUM SILVER,INTEGRATED,CORE I5 FAMILY,64 GB,2 TB,WINDOWS 11 HOME,"FINGERPRINT READER, HD AUDIO, BACKLIT KEYBOARD, ANTI GLARE COATING, MEMORY CARD SLOT",1209.99
183,Dell Latitude 7000 13.3 Inches,,"Iris Xe Graphics, Intel Iris Xe Graphics",Core i5,16 GB,512 GB,Windows 11,"Anti-reflection, Anti-smudge, Anti-glare Screen",1680.56
184,Lenovo Lenovo Ideapad 14 Inches,Black,"Integrated, Intel HD Graphics 610",Pentium, 4 GB,500 GB,Windows 10,,377.91
185,DELL LATITUDE 5420 LAPTOP 14 INCHES,BLACK,INTEGRATED,CORE I5, 16 GB,256 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,1130.99
186,LENOVO E15 13 INCHES,BLACK,INTEGRATED,8032,8 GB,256 GB,WINDOWS 10 PRO,ANTI-GLARE,799.00
187,acer TravelMate Vero V15-51 15.6 Inches,Black,Iris Xe Graphics,Core i5,16 GB ,512 GB,Windows 11 Pro,Information Not Available,630.15
188,DELL XPS 13.4 INCHES,EVO I7-1260P,INTEGRATED,CORE I7, 16 GB,1 TB,WINDOWS 11,BACKLIT KEYBOARD,1355.84
189,Dell Precision 7670 Laptop 16 Inches,Silver,"Dedicated, Nvidia RTX A1000",Core i7, 32 GB,512 GB,Windows 11 Pro,,1385.98
190,Dell Precision 5760 Laptop 17 Inches,Silver,Nvidia RTX A2000,Core i5,16 GB,512 GB,Windows 11 Pro,Wifi & Bluetooth,2501.99
191,LENOVO LENOVO THINKPAD 14 INCHES,,"INTEGRATED, INTEL HD GRAPHICS 520",CORE I5 / 2.4 GHZ, 8 GB,256 GB,WINDOWS 11,,653.99
192,DELL XPS 9315 2-IN-1 13 INCHES,PLATINUM SILVER,INTEGRATED,CORE I5, 8 GB,512 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,1253.99
193,"Apple 2022 Apple MacBook Air M2, 16GB RAM, 512GB Storage - Midnight (Z160000B1) 13.6 Inches",,"Integrated, Apple Integrated Graphics",Apple M1,16 GB,512 GB,macOS 12 Monterey,Fingerprint Reader,1459.94
194,acer CP513-1H-S338 13.3 Inches,Silver,Integrated,Snapdragon,8 GB,64 GB,Chrome OS,Backlit Kb,424.46
195,DELL INSPIRON 15.6 INCHES,BLACK,"INTEGRATED, AMD RADEON GRAPHICS",RYZEN 5, 32 GB,1 TB,WINDOWS 11 HOME,,548.00
196,HP AMD Ryzen 5 15.6 Inches,Blue,Integrated,Ryzen 5, 8 GB,256 GB,Windows 11 Home,Anti-glare,457.64
197,ASUS VivoBook Pro 16 16 Inches,Quiet Blue,"Dedicated, NVIDIA GeForce RTX 4060",Core i9,16 GB,1 TB,Windows 11 Home,,1646.99
198,DELL ALIENWARE M15 RYZEN EDITION R7 LAPTOP 15.6 INCHES,DARK SIDE OF THE MOON,NVIDIA GEFORCE RTX 3070 TI,AMD RYZEN 7,16 GB,1000 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,1679.99
199,HP HP Pavilion 11.6 Inches,Dark Ash Silver,"Integrated, Intel UHD Graphics 605",Intel Core M-5Y10 Processor,4 GB ,128 GB,Windows 10,,369.00
200,DELL LATITUDE 5320 LAPTOP 13.3 INCHES,BLACK,INTEGRATED,CORE I5,16 GB,512 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,900.89
201,HP LAPTOP 15.6 INCHES,,"INTEGRATED, INTEL IRIS XE GRAPHICS",CORE I3 / 1 GHZ, 32 GB,2 TB,WINDOWS 10 PRO,,298.70
202,DELL LATITUDE 3520 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I7, 4 GB,512 GB,WINDOWS 11 PRO,WIFI & BLUETOOTH,1574.99
203,DELL INSPIRON 15.6 INCHES,,"INTEGRATED, INTEL UHD GRAPHICS",CORE I5, 16 GB,512 GB,WINDOWS 11 PRO,ANTI-GLARE,649.00
204,DELL DELL PRECISION 13.4 INCHES,,"INTEGRATED, XPS9300-7909SLV-PUS",CORE I7 FAMILY,16 GB,1 TB,WINDOWS 10 PRO,FINGERPRINT,1101.34
205,DELL LATITUDE 5520 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5, 32 GB,1000 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,992.10
206,DELL G16 7620 16 INCHES,OBSIDIAN BLACK,DEDICATED,INTEL CORE I7,64 GB ,4 TB,WINDOWS 11 HOME,"HD AUDIO, BACKLIT KEYBOARD, ANTI GLARE COATING",2069.00
207,DELL G15 5521 LAPTOP 15.6 INCHES,BLACK,"DEDICATED, NVIDIA GEFORCE RTX 3060",CORE I7,16 GB,1000 GB,WINDOWS 11 HOME,,1163.99
208,MSI PRESTIGE15A211 15.6 INCHES,GRAY,INTEGRATED,CORE I7, 32 GB,32 GB,WINDOWS 10 PRO,THIN BEZEL,2699.00
209,DELL INSPIRON 7420 LAPTOP 14 INCHES,BLACK,"INTEGRATED, INTEL INTEGRATED GRAPHICS",CORE I7,8 GB ,512 GB,WINDOWS 11 HOME,,899.99
210,TOUGHBOOK CF-54F9001KM 14 INCHES,,"INTEGRATED, INTEL HD GRAPHICS 520",CORE I5, 16 GB,512 GB,WINDOWS 10 PRO,BACKLIT KEYBOARD,1195.00
211,Dell Latitude 3520 Laptop 15.6 Inches,,Unknown,Core i7,,1000 GB,Windows 11 Pro,,1626.99
212,Dell Dell Latitude 7320 13 Inches,Black,"Integrated, Intel Iris Xe Graphics",Core i7, 16 GB,256 GB,Windows 11,,749.99
213,MSI CREATORPRO M15 A11UIS-1292US 15.6 INCHES,BLACK,DEDICATED,CORE I7, 16 GB,512 GB,WINDOWS 11 PRO,THIN BEZEL,1099.99
214,ASUS ASUS ZENBOOK PRO 16 16 INCHES,TECH BLACK,RTX 3060,CORE I9, 32 GB,2 TB,WINDOWS 11 PRO,FINGERPRINT READER,2499.00
215,Dell 15.6 Inches,Black,"Dedicated, NVIDIA GeForce GTX 1050 Ti","Core i7 / 2.2, 3.9 GHz",16 GB ,,Windows 10 Home,,1169.81
216,Lenovo Lenovo Thinkpad 14 Inches,Black,"Integrated, Intel UHD Graphics 620",Core i5 / 1.7 GHz, 8 GB,,Windows 10 Pro,,499.00
217,Dell Dell Xps 13.3 Inches,Rose Gold,"Integrated, Intel UHD Graphics 620",Core i5, 8 GB,128 GB,Windows 10 Home,,999.00
218,LENOVO LENOVO THINKPAD T14 GEN 3 AMD 14 INCHES,,"INTEGRATED, AMD RADEON 680M",AMD RYZEN 7,16 GB,2 TB,WINDOWS 11 PRO,"ANTI-GLARE,BACKLIT KYB,FINGERPRINT READER",1131.06
219,Dell Precision 7560 Laptop 15.6 Inches,Silver,Nvidia T1200,Core i7,8 GB,1000 GB,Windows 11 Pro,Wifi & Bluetooth,2142.99
220,DELL ALIENWARE M18 LAPTOP 18 INCHES,BLACK,NVIDIA GEFORCE RTX 4050,CORE I7,32 GB ,2000 GB,WINDOWS 11 PRO,WIFI & BLUETOOTH,2321.99
221,ACER CHROMEBOOK SPIN 511 R753T 11.6 INCHES,SHALE BLACK,"UHD GRAPHICS, INTEL UHD GRAPHICS",CELERON, 8 GB,64 GB,CHROME OS,,485.99
222,Latitude Latitude E6410 14 Inches,Silver,Integrated,Core i3-520M / 2.4 GHz,8 GB ,128 GB,Windows 7 Professional,,111.05
223,MSI 15.6 Inches,,Unknown,Unknown,32 GB,,,,1129.99
224,ASUS ASUS Laptop L410 14 Inches,Star Black,"Integrated, Intel UHD Graphics 605",Pentium,4 GB ,128 GB,Windows 10 S,,319.99
225,Dell Latitude 9000 14 Inches,Graphite,Iris Xe Graphics,Core i5,16 GB,256 GB,Windows 10 Pro,Anti-glare Screen,1050.66
226,LENOVO 16 INCHES,,"DEDICATED, NVIDIA GEFORCE RTX",CORE I7 / 5 GHZ,,1 TB,WINDOWS 11 HOME,ANTI-GLARE,1779.49
227,Dell Dell XPS 13 9305 13 Inches,Silver,"Integrated, Intel Iris Xe Graphics",Intel Core i7,16 GB,512 GB,Windows 10 Pro,,1047.29
228,DELL PRECISION 7550 LAPTOP 15.6 INCHES,SILVER,NVIDIA QUADRO T2000,CORE I7,32 GB ,512 GB,WINDOWS 10 PRO,WIFI & BLUETOOTH,1629.95
229,HP TPN-I140_799**AV 17.3 Inches,Black,Integrated,AMD Ryzen 7, 12 GB,512 GB,Windows 11 Home,Numeric Keypad,713.49
230,DELL XPS 15 7590 15.6 INCHES,SILVER,"DEDICATED, NVIDIA",CORE I7 FAMILY, 4 GB,256 GB,WINDOWS 10,,1999.00
231,MSI PRESTIGE 13EVO A13M-050US 13.3 INCHES,,INTEL IRIS,CORE I7 / 2.2 GHZ,32 GB,1 TB,WINDOWS 11 PRO,,1299.00
232,Dell Inspiron 3511 Laptop 15.6 Inches,Black,Integrated,Core i5,16 GB,6000 GB,Windows 10 Home,Wifi & Bluetooth,1670.99
233,Dell Inspiron 3511 Laptop 15.6 Inches,Black,Integrated,Core i5, 8 GB,2000 GB,Windows 10 Home,Wifi & Bluetooth,618.15
234,MSI Prestige 14Evo A11MO-217 14 Inches,Gary,"Integrated, Intel Iris Xe Graphics",Core i7,32 GB ,,Windows 10,"Anti-glare,Thin Bezel",1001.18
235,Dell Alienware m18 Laptop 18 Inches,Black,"Integrated, NVIDIA GeForce RTX 4070",Core i9, 64 GB,1000 GB,Windows 11 Pro,,2951.99
236,HP HP 14 14 INCHES,SILVER,"INTEGRATED, INTEL",INTEL CORE I5, 32 GB,1000 GB,WINDOWS 11,,599.99
237,Dell Inspiron 3511 Laptop 15.6 Inches,Black,Integrated,Core i5, 8 GB,256 GB,Windows 10 Home,Wifi & Bluetooth,573.24
238,Dell Dell Latitude 14 Inches,Black,Integrated,Core i5 4310U / 2 GHz,8 GB,512 GB,Windows 10 Pro,,350.00
239,HP HP 14 LAPTOP 14 INCHES,SILVER,INTEGRATED,CORE I3,4 GB,128 GB,WINDOWS 10 HOME,ANTI-GLARE,328.58
240,Lenovo Lenovo Thinkpad 15.6 Inches,Black,"Integrated, Intel Iris Xe Graphics",Core i5, 8 GB,,Windows 10 Pro,TrackPoint,791.12
241,LENOVO THINKPAD X1 CARBON GEN 10 14 INCHES,,"IRIS XE GRAPHICS, INTEL IRIS XE GRAPHICS",CORE I7, 16 GB,512 GB,WINDOWS 11,ANTI-GLARE SCREEN,2242.99
242,Dell Latitude 9330 2-in-1 13.3 Inches,Black,"Integrated, Intel Integrated Graphics",Core i7, 16 GB,512 GB,Windows 11 Pro,,1540.99
243,Dell XPS9300-7909SLV-PUS 13.4 Inches,Silver,Integrated,Core i7-1065G7 / 1.3 GHz, 16 GB,512 GB,Windows 10 Pro,,1899.00
244,Dell XPS 9510 Laptop 15.6 Inches,Platinum Silver,Nvidia GeForce RTX 3050 Ti,Core i9,64 GB,1000 GB,Windows 11 Home,Wifi & Bluetooth,3335.99
245,DELL VOSTRO 7620 LAPTOP 16 INCHES,BLACK,"DEDICATED, NVIDIA GEFORCE RTX 3050 TI",CORE I7,16 GB ,1000 GB,WINDOWS 11 PRO,,1166.97
246,Dell Precision 3000 15.6 Inches,Titan Gray,T550,Core i7,16 GB,512 GB,Windows 10 Pro,Anti-glare Screen,1723.77
247,Lenovo ThinkPad T16 Gen 1 16 Inches,Black,Iris Xe Graphics,Core i7,16 GB,512 GB,Windows 11,Anti-glare Screen,1370.49
248,DELL LATITUDE 5430 LAPTOP 14 INCHES,BLACK,"INTEGRATED, INTEL INTEGRATED GRAPHICS",CORE I7,16 GB ,512 GB,WINDOWS 11 PRO,,931.99
249,SAMSUNG NP964XFG-KC1US 16 INCHES,GRAPHITE,INTEGRATED,INTEL CORE I7 / 2.2 GHZ,32 GB,,WINDOWS 11 PRO,,1939.99
250,Dell Latitude 3520 15.6 Inches,,"Integrated, Intel Iris Xe Graphics",Core i5 / 2.4 GHz, 16 GB,256 GB,Windows 10 Pro,,877.99
251,DELL XPS 9320 LAPTOP 13.4 INCHES,GRAY,"INTEGRATED, INTEL INTEGRATED GRAPHICS",CORE I7,16 GB ,1000 GB,WINDOWS 11 HOME,,1493.99
252,DELL INSPIRON 3511 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5,32 GB,1000 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,731.83
253,HP B09HSNNCQL 15.6 Inches,,"Integrated, AMD Athlon",Athlon,4 GB ,128 GB,Windows 10 Home,Micro-edge Bezel,288.00
254,Dell XPS 9530 Laptop 15.6 Inches,Platinum Silver,Nvidia GeForce RTX 4060,Core i7,16 GB,1000 GB,Windows 11 Home,Wifi & Bluetooth,2436.99
255,acer TMP414-51-506U 14 Inches,Black,Integrated,Intel Core i5,8 GB,512 GB,Windows 10 Pro,Fingerprint Reader,699.80
256,Dell Latitude 7520 Laptop 15.6 Inches,Black,Integrated,Core i5,16 GB,256 GB,Windows 10 Home,Wifi & Bluetooth,1077.99
257,acer Aspire 5 15.6 Inches,Silver,Integrated,AMD Ryzen 5 5500U,8 GB,256 GB,Windows 11,Backlit Keyboard,488.94
258,"ACER 2023 NEWEST ACER 15.6"" CHROMEBOOK 15.6 INCHES",SILVER,INTEGRATED,CELERON N4020,4 GB,64 GB,CHROME OS,ANTI-GLARE,224.00
259,DELL DELL LATITUDE 13.3 INCHES,,"INTEGRATED, INTEL IRIS",CORE I5, 8 GB,256 GB,WINDOWS 10 PRO,,729.00
260,HP ELITEBOOK 840G1 14 Inches,Black,"Integrated, Integrated Graphics",Core i7,16 GB,1000 GB,Windows 10 Pro 64 Bit Multi-Language Support English/French/Spanish,,319.98
261,DELL LATITUDE 7000 14 INCHES,CARBON FIBER,IRIS XE GRAPHICS,CORE I5,8 GB,256 GB,WINDOWS 10 PRO,ANTI-GLARE SCREEN,569.77
262,MICROTELLA Lenovo Thinkpad 15.6 Inches,,Integrated,Unknown,8 GB ,256 GB,Windows 10,,749.99
263,Dell Alienware m18 Ryzen Edition Laptop 18 Inches,Black,Nvidia GeForce RTX 4090,AMD Ryzen 7, 16 GB,512 GB,Windows 11 Home,Wifi & Bluetooth,2994.02
264,DELL PRECISION 5550 LAPTOP 15.6 INCHES,SILVER,NVIDIA QUADRO T2000,CORE I7, 16 GB,512 GB,WINDOWS 10 PRO,WIFI & BLUETOOTH,2500.00
265,SAMSUNG Samsung Chromebook 11.6 Inches,Black,Integrated,Celeron,2 GB ,16 GB,Chrome OS,Spill Resistant,149.95
266,DELL G15 5530 LAPTOP 15.6 INCHES,GRAY,NVIDIA GEFORCE RTX 4060,CORE I7,16 GB,1000 GB,WINDOWS 11 PRO,WIFI & BLUETOOTH,1409.99
267,Lenovo ThinkPad T14 G1 14 Inches,Black,Integrated,Core i7 / 1.8,16 GB,,Windows 10 Pro,,695.77
268,Quality Refurbished Computers Latitude 15.6 Inches,,"Integrated, Intel Integrated Graphics",Core i7-620M / 2.66 GHz,8 GB,120 GB,Windows 7 Professional,,159.00
269,Dell Latitude 3320 Laptop 13.3 Inches,Black,Integrated,Core i5,8 GB,256 GB,Windows 11 Pro,Wifi & Bluetooth,694.19
270,DELL DELL INSPIRON 16 5625 16 INCHES,SILVER,"INTEGRATED, AMD RADEON GRAPHICS",AMD RYZEN 7,16 GB,1000 GB,WINDOWS 11 HOME,,854.86
271,Dell Inspiron 3511 Laptop 15.6 Inches,Black,Integrated,Core i5,32 GB,512 GB,Windows 10 Home,Wifi & Bluetooth,689.33
272,ASUS ZENBOOK FLIP 13 13.3 INCHES,PINE GREY,INTEGRATED,INTEL CORE I7,16 GB,512 GB,WINDOWS 10 PRO,NANOEDGE BEZEL,769.99
273,acer Acer Chromebook 14 Inches,Silver,"Integrated, Intel HD Graphics 400",Celeron,32 GB ,,Chrome OS,Anti-glare,359.92
274,HP 056-01-4094 11.6 INCHES,,"INTEGRATED, MEDIATEK INTEGRATED",MEDIATEK MT8183,4 GB,32 GB,CHROME OS,STEREO SPEAKERS,168.00
275,LG 17Z95P-K.AAB9U1 17 Inches,Black,Integrated,Core i7 Family,16 GB,2 TB,Windows 11,Alexa,1515.03
276,Apple MacBook Pro 16.2 Inches,Space Gray,"Integrated, M1 Pro",ARM 7100,32 GB ,512 GB,macOS 12 Monterey,,1899.00
277,LG 17Z90Q-K.ADB9U1 17 INCHES,BLACK,INTEL XE,CORE I7,32 GB ,2 TB,WINDOWS 11 HOME,LIGHTWEIGHT,1734.71
278,Dell XPS 9530 Laptop 15.6 Inches,Platinum Silver,Intel Arc A370M,Core i7,32 GB ,512 GB,Windows 11 Home,Wifi & Bluetooth,1781.99
279,DELL PRECISION 7770 17 INCHES,,"DEDICATED, NVIDIA GEFORCE RTX A4500",INTEL CORE I7,64 GB ,1.5 TB,WINDOWS 11 PRO,ANTI-GLARE,3346.83
280,Microsoft Surface Laptop Go 2 12.45 Inches,Platinum,Integrated,Intel Core i5,8 GB ,256 GB,Windows 11 Home,Fingerprint Reader,529.00
281,Dell Latitude 3520 Laptop 15.6 Inches,Black,Integrated,Core i7,32 GB ,2000 GB,Windows 11 Home,Wifi & Bluetooth,1761.99
282,Dell Inspiron 3511 Laptop 15.6 Inches,Black,Integrated,Core i5,8 GB,512 GB,Windows 10 Home,Wifi & Bluetooth,599.99
283,MSI CREATOR Z16 FUJIWARA HIROSHI LIMITED EDITION A11UE-226 16 INCHES,BLACK,"DEDICATED, NVIDIA GEFORCE RTX 3060",CORE I7,16 GB ,1 TB,WIN 10 PRO / FREE UPGRADE TO WIN 11,,1979.00
284,acer NX.HR4AA.001 14 Inches,Black,Integrated,Celeron / 1.1 GHz,4 GB ,,Chrome OS,,173.92
285,DELL DELL LATITUDE 14 5000 E5470 14 INCHES,BLACK,INTEGRATED,CORE I7, 16 GB,512 GB,WINDOWS 10 PRO,ANTI GLARE,339.00
286,DELL XPS 9530 LAPTOP 15.6 INCHES,PLATINUM SILVER,NVIDIA GEFORCE RTX 4070,CORE I9,64 GB ,2000 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,3466.81
287,DELL PRECISION 7770 LAPTOP 17.3 INCHES,SILVER,NVIDIA RTX A4500,CORE I7, 64 GB,2000 GB,WINDOWS 11 PRO,WIFI & BLUETOOTH,3533.99
288,Dell XPS 9520 Laptop 15.6 Inches,Platinum Silver,"Dedicated, NVIDIA GeForce RTX 3050 Ti",Core i7,32 GB ,2000 GB,Windows 10 Pro,,2648.99
289,MSI GF63 Thin 10SCXR 15.6 Inches,Black,Dedicated,Core i5 Family,64 GB,2 TB,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating",1029.99
290,Dell Latitude 3340 13.3 Inches,,"Integrated, Intel HD Graphics 4400",Core i3, 4 GB,500 GB,Windows 7 Professional,Memory Card Slot,198.98
291,Dell Latitude 7000 14 Inches,Carbon Fiber,Iris Xe Graphics,Core i5,16 GB,256 GB,Windows 10 Pro,Anti-glare Screen,917.24
292,Dell Latitude 3420 Laptop 14 Inches,Black,Integrated,Core i7,8 GB,512 GB,Windows 11 Home,Wifi & Bluetooth,801.99
293,Dell G15 5525 Laptop 15.6 Inches,Grey,"Dedicated, NVIDIA GeForce RTX 3060",AMD Ryzen 7,16 GB,1000 GB,Windows 11 Pro,,1488.13
294,HP 15-DY200 15.6 INCHES,NATURAL SILVER,INTEGRATED,CORE I7 FAMILY,16 GB,512 GB,WINDOWS 11 PRO,"HD AUDIO, MEMORY CARD SLOT, NUMERIC KEYPAD",899.00
295,SAMSUNG GALAXY CHROMEBOOK 13.3 INCHES,FIESTA RED,INTEGRATED,CORE I5-10210U,8 GB,256 GB,CHROME OS,SUPPORT STYLUS,643.00
296,HP EliteBook 1040 G9 14 Inches,,"Iris Xe Graphics, Intel Iris Xe Graphics",Core i7,16 GB,512 GB,Windows 11 Pro,Anti-glare Screen,1963.30
297,Lenovo ThinkPad L14 Gen 3 14 Inches,,"UHD Graphics, Intel UHD Graphics",Core i7, 16 GB,512 GB,Windows 11,Anti-glare Screen,1615.85
298,Dell Latitude 5520 Laptop 15.6 Inches,Black,Integrated,Core i5,16 GB ,128 GB,Windows 10 Home,Wifi & Bluetooth,878.37
299,DELL LATITUDE 7330 13 INCHES,,INTEGRATED,INTEL CORE I7 / 4.8 GHZ,16 GB,512 GB,WINDOWS 11 PRO,ANTI-GLARE,1999.00
300,Dell Latitude E5470 14 Inches,,"Integrated, INTEL",Core i5 6200U / 2.3 GHz,16 GB ,512 GB,Windows 10 Pro 64 Bit-Multi-Language Supports English/Spanish/French,,351.98
301,Dell Inspiron 14 5425 14 Inches,Pebble Green,AMD Radeon Graphics,AMD Ryzen 7, 8 GB,512 GB,Windows 11 Pro,Anti-glare,542.95
302,DELL INSPIRON 3511 LAPTOP 15.6 INCHES,BLACK,INTEGRATED,CORE I5, 8 GB,512 GB,WINDOWS 10 HOME,WIFI & BLUETOOTH,647.99
303,Dell Precision 3581 Laptop 15.6 Inches,Silver,Nvidia RTX A1000,Core i7,64 GB ,1000 GB,Windows 11 Pro,Wifi & Bluetooth,2216.99
304,Dell Inspiron 5620 Laptop 16 Inches,"Grey, Gray, Platinum Silver",Integrated,Core i5,12 GB,256 GB,Windows 10 Home,Wifi & Bluetooth,739.99
305,Dell Inspiron 3511 Laptop 15.6 Inches,Black,Integrated,Core i5,32 GB,512 GB,Windows 10 Home,Wifi & Bluetooth,641.86
306,DELL PRECISION 3581 LAPTOP 15.6 INCHES,SILVER,NVIDIA GEFORCE RTX A500,CORE I7,32 GB,1000 GB,WINDOWS 11 PRO,WIFI & BLUETOOTH,1883.99
307,Lenovo 300e Chromebook 2nd Gen 11.6 Inches,Black,"UHD Graphics 600, Intel UHD Graphics 600",Celeron, 8 GB,,Chrome OS,Anti-glare Screen,282.67
308,dell 15.6 Inches,,"Integrated, Intel HD Graphics 620",Core i5,8 GB ,1 TB,Windows 10,,725.00
309,ASUS ASUS ROG ZEPHYRUS DUO 16 16 INCHES,BLACK,RTX 3060,RYZEN 7, 16 GB,1000 GB,WINDOWS 11 HOME,ANTI GLARE COATING,1589.99
310,Dell Latitude 3420 Laptop 14 Inches,Black,Integrated,Core i7,64 GB,1000 GB,Windows 11 Home,Wifi & Bluetooth,1153.14
311,Lenovo Legion 5 15.6 Inches,Storm Grey,Dedicated,Ryzen 7, 16 GB,2 TB,Windows 11 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",2169.99
312,Dell Dell 5000 14 Inches,Platinum Silver,Dedicated,Core i7 Family,64 GB,2 TB,Windows 11 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",1406.04
313,Dell Inspiron 3511 Laptop 15.6 Inches,Black,Integrated,Core i5, 64 GB,128 GB,Windows 10 Home,Wifi & Bluetooth,736.85
314,Apple MacBook Pro 16 Inches,Space Gray,Dedicated,Others, 32 GB,1 TB,Mac OS,Backlit Keyboard,3059.00
315,DELL ALIENWARE M18 LAPTOP 18 INCHES,BLACK,NVIDIA GEFORCE RTX 4070,CORE I9,32 GB,2000 GB,WINDOWS 11 HOME,WIFI & BLUETOOTH,2686.99
316,DELL DELL LATITUDE 14 INCHES,,"INTEGRATED, INTEL HD 4000",CORE I3 / 2.4 GHZ,2 GB,320 GB,WINDOWS 7 HOME PREMIUM,,99.99
317,HP 329M8UT#ABA 14 INCHES,BLACK,"INTEGRATED, AMD RADEON",AMD R SERIES / 1.2 GHZ, 16 GB,,WINDOWS 10,,179.55
