AGE,GENDER,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_YEAR,MARRIED,CHILDREN,ANNUAL_MILEAGE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,FREQUENT_ACCIDENT
65+,male,20-29y,university,upper class,0.522782207,before 2015,False,True,13000.0,6,0,0,True,Never
40-64,male,0-9y,none,working class,0.508382297,before 2015,False,True,15000.0,0,0,0,True,Never
26-39,female,10-19y,high school,middle class,0.555193978,after 2015,False,True,12000.0,2,0,3,False,Often
40-64,male,10-19y,none,middle class,,after 2015,True,True,15000.0,0,0,2,False,Rarely
26-39,male,10-19y,university,upper class,0.459554433,after 2015,True,True,6000.0,5,0,1,False,Rarely
40-64,female,10-19y,university,upper class,0.665757984,before 2015,True,True,,1,0,0,False,Never
65+,female,30y+,university,upper class,0.637360078,after 2015,True,True,9000.0,5,1,1,False,Rarely
26-39,female,0-9y,university,upper class,0.618300294,after 2015,True,True,13000.0,0,0,0,False,Never
65+,male,10-19y,high school,upper class,0.666100074,after 2015,False,True,,0,1,0,False,Never
16-25,female,0-9y,university,middle class,0.530019635,before 2015,True,True,12000.0,0,0,0,True,Never
65+,male,0-9y,university,upper class,0.565906795,before 2015,True,True,9000.0,0,0,0,True,Never
40-64,male,20-29y,university,upper class,,before 2015,True,False,12000.0,3,0,2,False,Rarely
40-64,female,20-29y,high school,upper class,0.725625592,after 2015,True,True,5000.0,2,0,0,False,Never
16-25,male,0-9y,high school,poverty,0.289227805,before 2015,False,True,9000.0,0,0,0,True,Never
26-39,female,10-19y,high school,middle class,,before 2015,False,False,13000.0,1,0,0,False,Never
65+,male,30y+,high school,upper class,0.61293909,after 2015,True,True,8000.0,3,0,3,False,Often
26-39,male,10-19y,high school,middle class,,before 2015,False,True,10000.0,1,0,1,True,Rarely
26-39,male,0-9y,university,middle class,0.539339218,after 2015,False,True,11000.0,0,0,0,False,Never
26-39,male,10-19y,university,upper class,0.513186592,before 2015,True,True,15000.0,2,0,2,False,Rarely
16-25,male,0-9y,high school,poverty,0.235802982,before 2015,False,False,16000.0,0,0,0,True,Never
26-39,male,10-19y,university,upper class,0.701106422,before 2015,False,False,16000.0,0,0,2,True,Rarely
40-64,male,20-29y,university,upper class,0.570277671,before 2015,True,False,7000.0,5,1,4,False,Often
16-25,male,0-9y,high school,working class,0.270178089,after 2015,False,False,13000.0,0,0,0,True,Never
16-25,male,0-9y,university,middle class,0.305465066,before 2015,False,True,13000.0,0,0,0,True,Never
40-64,male,20-29y,high school,working class,,before 2015,False,True,12000.0,3,0,6,False,Often
26-39,male,10-19y,none,working class,0.495276742,before 2015,False,False,12000.0,1,0,3,True,Often
26-39,male,10-19y,university,upper class,,after 2015,True,True,6000.0,3,0,1,False,Rarely
65+,male,30y+,university,upper class,,before 2015,True,True,8000.0,11,0,3,False,Often
26-39,male,10-19y,university,working class,0.446678846,before 2015,True,True,5000.0,6,0,1,False,Rarely
26-39,male,10-19y,high school,poverty,0.4087795,before 2015,False,False,13000.0,1,0,1,True,Rarely
65+,male,30y+,university,upper class,,after 2015,True,True,9000.0,8,0,4,False,Often
26-39,female,10-19y,university,middle class,,after 2015,False,True,13000.0,0,0,0,False,Never
26-39,female,0-9y,high school,upper class,0.678981655,before 2015,True,True,9000.0,0,0,0,True,Never
65+,male,20-29y,high school,upper class,0.551661492,before 2015,True,True,12000.0,5,0,0,False,Never
40-64,female,20-29y,high school,middle class,0.658763469,before 2015,False,True,10000.0,1,0,1,True,Rarely
16-25,male,0-9y,none,poverty,0.515333459,before 2015,False,False,12000.0,0,0,0,True,Never
26-39,female,10-19y,high school,middle class,,before 2015,False,True,12000.0,2,1,0,True,Never
40-64,male,20-29y,high school,upper class,0.627162355,after 2015,True,True,8000.0,5,1,1,False,Rarely
40-64,male,0-9y,university,upper class,0.57243062,before 2015,True,False,13000.0,0,0,0,True,Never
16-25,male,0-9y,university,middle class,0.394476122,before 2015,False,False,20000.0,0,0,0,True,Never
40-64,male,0-9y,university,upper class,0.736127751,before 2015,True,True,12000.0,0,0,0,True,Never
40-64,male,20-29y,university,upper class,0.630206206,after 2015,True,True,12000.0,3,0,3,False,Often
26-39,male,0-9y,none,poverty,0.486335655,before 2015,False,False,,0,0,0,True,Never
16-25,female,0-9y,high school,poverty,0.354326542,before 2015,False,False,12000.0,0,0,0,True,Never
40-64,male,10-19y,high school,middle class,0.621809345,before 2015,True,True,11000.0,1,0,0,False,Never
40-64,male,20-29y,none,middle class,0.505390599,before 2015,True,True,7000.0,3,2,1,False,Rarely
65+,male,30y+,none,middle class,0.715571334,before 2015,True,True,6000.0,3,1,5,False,Often
40-64,male,10-19y,university,upper class,0.558915157,after 2015,True,True,12000.0,5,0,2,False,Rarely
40-64,male,20-29y,high school,working class,,before 2015,False,True,13000.0,7,0,3,False,Often
65+,female,0-9y,university,upper class,0.590250067,after 2015,True,True,12000.0,0,0,0,False,Never
65+,male,30y+,university,upper class,0.608083108,before 2015,True,True,8000.0,6,0,3,False,Often
40-64,female,20-29y,university,upper class,0.542637655,after 2015,False,True,9000.0,1,0,0,False,Never
26-39,male,0-9y,none,poverty,0.412151245,before 2015,False,True,8000.0,0,0,0,True,Never
26-39,male,0-9y,high school,working class,0.425786907,after 2015,False,True,13000.0,0,0,0,False,Never
26-39,female,10-19y,high school,working class,0.418369455,before 2015,True,False,11000.0,1,0,1,False,Rarely
40-64,female,20-29y,university,upper class,0.638272783,before 2015,True,True,8000.0,3,0,6,False,Often
40-64,male,10-19y,high school,middle class,0.554380522,before 2015,True,True,10000.0,0,0,1,False,Rarely
65+,male,30y+,university,upper class,0.469848777,after 2015,False,True,12000.0,8,1,10,False,Often
65+,female,30y+,university,upper class,0.594337557,before 2015,True,True,9000.0,0,1,0,False,Never
40-64,male,20-29y,high school,upper class,0.761227434,after 2015,False,True,12000.0,10,0,2,False,Rarely
65+,female,10-19y,university,upper class,,after 2015,True,True,12000.0,0,1,1,False,Rarely
26-39,female,10-19y,high school,middle class,0.626940866,before 2015,False,False,17000.0,0,0,1,True,Rarely
40-64,female,20-29y,high school,working class,0.448194743,before 2015,True,True,12000.0,0,0,1,False,Rarely
16-25,female,0-9y,high school,poverty,0.502899127,before 2015,False,False,13000.0,0,0,0,True,Never
26-39,female,10-19y,none,poverty,0.176114966,before 2015,False,True,17000.0,1,0,2,True,Rarely
26-39,female,10-19y,high school,middle class,0.581750237,before 2015,False,True,14000.0,0,0,0,True,Never
26-39,female,10-19y,none,poverty,0.350399576,before 2015,False,False,15000.0,0,1,0,False,Never
26-39,male,10-19y,university,upper class,0.502944292,before 2015,True,True,13000.0,0,1,0,False,Never
65+,male,10-19y,high school,upper class,0.729218566,after 2015,True,True,12000.0,1,0,0,False,Never
16-25,male,0-9y,none,poverty,0.246950516,before 2015,False,True,9000.0,0,0,0,True,Never
26-39,male,10-19y,none,middle class,0.424844073,after 2015,False,True,13000.0,2,0,2,False,Rarely
65+,male,30y+,university,upper class,0.633592894,before 2015,True,True,7000.0,10,1,2,False,Rarely
40-64,male,20-29y,university,upper class,0.697462013,after 2015,False,True,13000.0,0,1,5,False,Often
65+,male,0-9y,university,upper class,0.553776133,before 2015,True,True,12000.0,0,0,0,False,Never
65+,male,10-19y,university,upper class,0.765285709,after 2015,True,True,10000.0,2,0,1,False,Rarely
16-25,male,0-9y,none,poverty,0.492302095,before 2015,False,False,17000.0,0,0,0,True,Never
40-64,female,20-29y,university,upper class,,after 2015,True,True,11000.0,1,1,0,False,Never
26-39,male,10-19y,none,poverty,0.453097215,before 2015,False,False,18000.0,3,0,1,True,Rarely
26-39,male,10-19y,university,working class,,after 2015,False,False,11000.0,1,0,1,False,Rarely
16-25,male,0-9y,university,working class,0.371964913,before 2015,True,False,14000.0,0,0,0,True,Never
16-25,female,0-9y,none,poverty,0.357766196,before 2015,False,False,12000.0,0,0,0,True,Never
26-39,male,10-19y,university,upper class,0.453232165,after 2015,False,False,9000.0,1,0,2,False,Rarely
26-39,male,10-19y,none,poverty,0.251388176,before 2015,False,False,,0,0,0,True,Never
40-64,male,20-29y,university,upper class,0.594733912,after 2015,False,True,11000.0,5,0,5,False,Often
40-64,female,10-19y,university,upper class,0.557175844,before 2015,False,False,14000.0,1,0,0,False,Never
40-64,female,20-29y,university,upper class,0.668457115,before 2015,True,True,11000.0,4,3,0,False,Never
26-39,female,10-19y,high school,middle class,0.544838074,after 2015,True,True,13000.0,1,0,0,False,Never
16-25,female,0-9y,none,poverty,0.188239943,before 2015,False,True,14000.0,0,0,0,True,Never
40-64,female,20-29y,high school,upper class,0.672743874,before 2015,True,False,15000.0,1,0,0,False,Never
16-25,male,0-9y,none,working class,0.324056949,before 2015,True,True,9000.0,0,0,0,True,Never
40-64,male,20-29y,none,working class,0.421740641,before 2015,False,True,10000.0,5,0,4,False,Often
26-39,female,0-9y,high school,working class,0.242856647,before 2015,True,True,11000.0,0,0,0,False,Never
65+,female,0-9y,university,upper class,0.549598209,after 2015,False,True,12000.0,0,0,0,True,Never
65+,female,0-9y,university,upper class,0.613068136,before 2015,False,True,8000.0,0,0,0,True,Never
40-64,female,20-29y,high school,middle class,0.46818628,before 2015,True,True,10000.0,2,0,0,False,Never
26-39,female,10-19y,high school,working class,0.325622419,before 2015,False,True,14000.0,0,0,0,False,Never
26-39,female,10-19y,none,middle class,0.536232105,before 2015,False,True,13000.0,1,1,0,False,Never
16-25,male,0-9y,university,middle class,0.44013343,after 2015,False,False,15000.0,0,0,0,False,Never
16-25,male,0-9y,none,poverty,0.449014125,before 2015,False,True,14000.0,0,0,0,False,Never
40-64,male,20-29y,high school,middle class,0.610155999,after 2015,False,True,10000.0,6,0,6,False,Often
26-39,female,10-19y,high school,working class,,before 2015,True,True,11000.0,5,1,0,True,Never
16-25,female,0-9y,university,working class,0.446476136,before 2015,False,True,10000.0,0,0,0,False,Never
26-39,male,10-19y,high school,working class,0.549445938,before 2015,False,True,14000.0,1,0,0,True,Never
26-39,male,10-19y,university,working class,0.589779347,before 2015,False,False,18000.0,2,1,0,True,Never
26-39,female,10-19y,high school,middle class,0.471135618,before 2015,False,False,12000.0,4,0,1,False,Rarely
40-64,male,20-29y,university,upper class,0.638866998,after 2015,False,False,16000.0,3,1,2,False,Rarely
40-64,female,10-19y,university,upper class,0.496663748,after 2015,False,True,14000.0,0,0,1,False,Rarely
65+,female,30y+,high school,middle class,0.437313012,after 2015,True,False,12000.0,1,0,6,False,Often
16-25,female,0-9y,high school,working class,0.455519499,before 2015,False,True,13000.0,0,0,0,False,Never
26-39,female,0-9y,high school,working class,0.524146466,before 2015,False,False,17000.0,0,0,0,True,Never
65+,female,0-9y,university,upper class,0.560541352,before 2015,True,True,3000.0,0,0,0,True,Never
40-64,female,10-19y,high school,upper class,0.677058753,before 2015,True,True,7000.0,1,0,3,False,Often
26-39,female,10-19y,none,poverty,0.282273795,before 2015,False,False,12000.0,2,0,0,True,Never
16-25,female,0-9y,high school,middle class,,after 2015,True,True,13000.0,0,0,0,True,Never
65+,male,30y+,high school,middle class,0.199586265,before 2015,True,True,8000.0,6,1,6,False,Often
26-39,male,10-19y,high school,poverty,0.350298676,before 2015,False,True,13000.0,0,1,1,True,Rarely
26-39,female,10-19y,high school,working class,,before 2015,False,True,,3,1,3,True,Often
26-39,female,10-19y,high school,middle class,0.557399602,before 2015,False,True,6000.0,1,0,0,False,Never
40-64,male,10-19y,high school,working class,0.486157172,before 2015,True,True,12000.0,0,0,0,True,Never
65+,female,30y+,university,upper class,0.690222347,after 2015,True,True,8000.0,4,0,2,False,Rarely
65+,female,10-19y,high school,upper class,0.715645067,after 2015,True,True,12000.0,1,0,0,False,Never
26-39,male,0-9y,none,working class,,before 2015,False,False,15000.0,0,0,0,True,Never
26-39,female,10-19y,university,middle class,0.397782813,before 2015,True,True,10000.0,1,0,2,False,Rarely
65+,male,20-29y,high school,middle class,0.430824742,after 2015,True,True,5000.0,9,2,0,False,Never
65+,female,30y+,university,upper class,0.541495945,before 2015,False,True,11000.0,7,0,1,False,Rarely
16-25,male,0-9y,high school,working class,0.324985822,before 2015,False,False,15000.0,0,0,0,True,Never
40-64,female,20-29y,high school,upper class,0.670592863,before 2015,True,False,13000.0,0,0,0,False,Never
40-64,female,10-19y,high school,middle class,0.574636895,before 2015,False,True,,2,0,1,False,Rarely
16-25,male,0-9y,none,poverty,0.431402341,before 2015,False,False,14000.0,0,0,0,True,Never
40-64,male,0-9y,high school,upper class,,after 2015,True,True,12000.0,0,0,0,False,Never
16-25,male,0-9y,high school,poverty,0.297150711,before 2015,False,True,13000.0,0,0,0,True,Never
26-39,female,10-19y,none,poverty,0.454075345,before 2015,False,True,10000.0,2,0,1,True,Rarely
26-39,male,10-19y,none,middle class,0.632036234,after 2015,False,True,11000.0,3,0,2,False,Rarely
16-25,female,0-9y,high school,working class,0.477052431,after 2015,False,True,15000.0,0,0,0,True,Never
65+,female,30y+,none,upper class,0.632233654,before 2015,True,True,12000.0,5,1,2,False,Rarely
26-39,female,0-9y,high school,middle class,0.461108303,after 2015,True,True,9000.0,0,0,0,False,Never
26-39,female,0-9y,none,middle class,0.469389776,before 2015,False,False,15000.0,0,0,0,False,Never
16-25,female,0-9y,high school,working class,0.48904495,before 2015,True,True,11000.0,0,0,0,True,Never
40-64,male,20-29y,university,upper class,0.625041325,before 2015,True,True,,1,0,1,False,Rarely
16-25,male,0-9y,university,upper class,0.660212051,before 2015,False,False,14000.0,0,0,0,True,Never
40-64,female,0-9y,high school,upper class,0.579288083,before 2015,True,True,13000.0,0,0,0,False,Never
16-25,male,0-9y,high school,poverty,0.410984104,before 2015,False,True,13000.0,0,0,0,False,Never
65+,female,30y+,university,upper class,0.706300902,before 2015,False,True,13000.0,3,0,0,False,Never
40-64,female,20-29y,none,middle class,0.47126856,before 2015,True,True,7000.0,4,0,0,False,Never
16-25,female,0-9y,high school,working class,0.513051345,after 2015,False,False,16000.0,0,0,0,False,Never
26-39,male,10-19y,none,working class,0.693921872,before 2015,False,True,11000.0,2,0,0,True,Never
65+,male,10-19y,high school,upper class,0.64585848,after 2015,True,True,11000.0,2,0,0,False,Never
26-39,female,10-19y,high school,middle class,0.475817538,before 2015,True,True,7000.0,0,0,0,False,Never
40-64,male,10-19y,high school,upper class,0.432808675,before 2015,True,True,12000.0,2,0,0,False,Never
26-39,female,10-19y,university,working class,,before 2015,False,True,15000.0,0,0,0,False,Never
26-39,male,0-9y,university,middle class,0.442627581,before 2015,True,True,11000.0,0,0,0,True,Never
65+,female,30y+,high school,middle class,0.424879844,after 2015,True,True,10000.0,2,0,2,False,Rarely
16-25,female,0-9y,university,working class,0.492400151,before 2015,True,True,15000.0,0,0,0,True,Never
40-64,male,0-9y,university,upper class,0.53560414,before 2015,True,False,8000.0,0,0,0,True,Never
26-39,female,10-19y,university,working class,0.584725195,before 2015,False,False,11000.0,1,0,0,True,Never
65+,female,30y+,university,upper class,0.43333212,after 2015,False,True,11000.0,3,0,2,False,Rarely
40-64,male,20-29y,university,upper class,0.528943945,after 2015,False,True,,2,0,4,False,Often
40-64,female,20-29y,university,upper class,0.608145891,before 2015,True,False,8000.0,2,1,0,False,Never
65+,female,30y+,high school,upper class,0.558304504,before 2015,True,True,7000.0,2,1,0,False,Never
40-64,male,20-29y,high school,poverty,0.115402476,before 2015,False,False,16000.0,2,0,0,True,Never
26-39,male,10-19y,none,working class,,before 2015,False,False,12000.0,3,0,2,False,Rarely
65+,female,10-19y,high school,middle class,,before 2015,False,True,14000.0,1,1,0,False,Never
16-25,female,0-9y,university,working class,0.543260116,before 2015,False,True,10000.0,0,0,0,True,Never
65+,female,30y+,university,upper class,0.412418539,after 2015,False,True,11000.0,1,1,4,False,Often
16-25,male,0-9y,high school,working class,0.268620322,before 2015,False,False,13000.0,0,0,0,True,Never
40-64,female,20-29y,high school,middle class,0.544583641,before 2015,False,True,13000.0,0,1,2,False,Rarely
40-64,female,20-29y,high school,upper class,0.705179398,before 2015,True,True,12000.0,3,0,3,False,Often
65+,female,20-29y,university,upper class,,after 2015,True,True,13000.0,4,0,1,False,Rarely
65+,female,30y+,high school,middle class,0.476983911,before 2015,True,True,,7,1,7,False,Often
40-64,female,0-9y,high school,working class,0.409677774,before 2015,False,False,13000.0,0,0,0,True,Never
26-39,male,0-9y,high school,upper class,,before 2015,True,False,12000.0,0,0,0,True,Never
